,bt,transmission,ownerNo,model,modelYear,variantName,City,Insurance Validity,Fuel Type,Kms Driven,Seating Capacity,Mileage,price,Age_of_the_Car
200,Hatchback,Manual,1,Honda Jazz,2016,1.2 V i VTEC,Bangalore,Zero Dep,Petrol,78782.0,5,29.0,535000,8
201,Sedan,Manual,2,Maruti Ciaz,2016,ZXi,Bangalore,Third Party insurance,Petrol,72136.0,5,29.0,661000,8
202,Hatchback,Manual,2,Maruti Swift,2015,VXI,Bangalore,Comprehensive,Petrol,52486.0,5,29.0,505000,9
203,Sedan,Automatic,1,Skoda Laura,2007,L n K 1.9 PD AT,Bangalore,Third Party insurance,Diesel,150000.0,5,29.0,450000,17
204,SUV,Manual,1,Honda WR-V,2017,i-VTEC VX,Bangalore,Third Party insurance,Petrol,36887.0,5,29.0,865000,7
205,SUV,Manual,1,Hyundai Venue,2019,SX Turbo BSIV,Bangalore,Comprehensive,Petrol,47962.0,5,29.0,999000,5
206,SUV,Manual,1,Nissan Terrano,2014,XL Plus 85 PS,Bangalore,Comprehensive,Diesel,135000.0,5,29.0,595000,10
207,Sedan,Manual,2,Fiat Linea,2012,T Jet Plus,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,400000,12
208,Sedan,Manual,1,Maruti Swift Dzire,2012,ZDi,Bangalore,Third Party insurance,Diesel,100000.0,5,29.0,550000,12
209,Hatchback,Automatic,3,Volkswagen Polo,2013,GT TSI,Bangalore,Third Party insurance,Petrol,90000.0,5,29.0,520000,11
210,Hatchback,Manual,1,Maruti Baleno,2016,1.2 Zeta,Bangalore,Zero Dep,Petrol,116624.0,5,29.0,616000,8
211,Sedan,Manual,2,Maruti Ciaz,2019,Delta BSIV,Bangalore,Zero Dep,Petrol,54561.0,5,29.0,795000,5
212,Hatchback,Manual,1,Honda Jazz,2016,1.2 VX i VTEC,Bangalore,Comprehensive,Petrol,65072.0,5,29.0,624000,8
213,Hatchback,Manual,1,Hyundai Grand i10,2017,1.2 Kappa Asta,Bangalore,Zero Dep,Petrol,133532.0,5,29.0,549000,7
214,Sedan,Manual,1,Maruti Swift Dzire,2013,ZXI,Bangalore,Comprehensive,Petrol,39886.0,5,29.0,524000,11
215,Hatchback,Manual,2,Maruti Swift,2015,VDI BSIV,Bangalore,Comprehensive,Diesel,56976.0,5,29.0,583000,9
216,Sedan,Manual,2,Volkswagen Vento,2020,1.0 TSI Highline Plus,Bangalore,Zero Dep,Petrol,68303.0,5,29.0,1147000,4
217,Sedan,Automatic,1,Skoda Rapid,2016,1.5 TDI AT Style BSIV,Bangalore,Comprehensive,Diesel,54000.0,5,29.0,825000,8
218,Hatchback,Manual,1,Volkswagen Polo,2018,1.2 MPI Highline Plus,Bangalore,Third Party insurance,Petrol,72348.0,5,29.0,755000,6
219,Hatchback,Manual,1,Volkswagen Polo,2021,1.0 MPI Comfortline,Bangalore,Third Party,Petrol,62696.0,5,29.0,855000,3
220,Hatchback,Manual,1,Hyundai Grand i10,2016,Asta,Bangalore,Comprehensive,Petrol,65000.0,5,29.0,525000,8
221,Hatchback,Automatic,1,Hyundai Grand i10,2017,1.2 Kappa Sportz Option AT,Bangalore,Comprehensive,Petrol,36000.0,5,29.0,650000,7
222,Hatchback,Manual,2,Maruti Swift,2013,VXI,Bangalore,Comprehensive,Petrol,69748.0,5,29.0,424000,11
223,Hatchback,Manual,1,Maruti Alto,2008,LXi,Bangalore,Comprehensive,Petrol,44000.0,5,29.0,210000,16
224,Sedan,Manual,2,Toyota Yaris,2021,G,Bangalore,Third Party insurance,Petrol,17875.0,5,29.0,959000,3
225,SUV,Manual,1,Renault Duster,2020,RXZ Turbo,Bangalore,Comprehensive,Petrol,95678.0,5,29.0,889000,4
226,SUV,Automatic,1,Renault Kiger,2022,RXT AMT Opt DT,Bangalore,Third Party insurance,Petrol,12003.0,5,29.0,850000,2
227,SUV,Automatic,1,Renault Kiger,2022,RXT AMT,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,660000,2
228,Hatchback,Manual,1,Honda Brio,2012,S MT,Bangalore,Comprehensive,Petrol,64655.0,5,29.0,334000,12
229,SUV,Automatic,1,Renault Kiger,2021,RXZ Turbo CVT DT,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,991000,3
230,SUV,Manual,1,Jeep Compass,2018,2.0 Limited,Bangalore,Third Party insurance,Diesel,50000.0,5,29.0,1450000,6
231,SUV,Manual,1,Hyundai Venue,2022,SX Opt Diesel BSVI,Bangalore,Third Party insurance,Diesel,20000.0,5,29.0,1285000,2
232,Hatchback,Manual,1,Maruti Baleno,2022,Delta BSVI,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,825000,2
233,Sedan,Manual,1,Honda City,2018,i-VTEC VX,Bangalore,Third Party insurance,Petrol,40000.0,5,29.0,825000,6
234,SUV,Manual,2,Ford Ecosport,2017,1.5 TDCi Titanium Plus BSIV,Bangalore,Third Party,Diesel,91598.0,5,29.0,729000,7
235,Hatchback,Manual,1,Maruti Celerio,2015,ZXI,Bangalore,Comprehensive,Petrol,57521.0,5,29.0,432000,9
236,SUV,Manual,1,Renault Duster,2016,Adventure Edition 85PS RXE,Bangalore,Third Party insurance,Diesel,100000.0,5,29.0,700000,8
237,Sedan,Manual,1,Hyundai Verna,2021,SX Opt,Bangalore,Comprehensive,Petrol,7598.0,5,29.0,1499000,3
238,SUV,Manual,1,Renault Duster,2017,Petrol RxL,Bangalore,Comprehensive,Petrol,38520.0,5,29.0,762000,7
239,SUV,Manual,2,Renault Duster,2014,85PS Diesel RxL Plus,Bangalore,Comprehensive,Diesel,110455.0,5,29.0,632000,10
240,SUV,Automatic,1,Hyundai Venue,2020,SX Plus Turbo DCT BSIV,Bangalore,Comprehensive,Petrol,26901.0,5,29.0,1218000,4
241,Hatchback,Automatic,1,Hyundai Grand i10,2017,1.2 Kappa Magna AT,Bangalore,Zero Dep,Petrol,65376.0,5,29.0,524000,7
242,SUV,Manual,1,Kia Sonet,2022,GTX Plus Turbo iMT BSVI,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,1390000,2
243,Hatchback,Automatic,3,Hyundai i10,2010,Magna AT,Bangalore,Third Party insurance,Petrol,90000.0,5,29.0,275000,14
244,Sedan,Manual,1,Honda City,2022,V MT,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,1125000,2
245,Sedan,Automatic,3,Audi A4,2010,1.8 TFSI,Bangalore,Third Party insurance,Petrol,110000.0,5,29.0,700000,14
246,Sedan,Manual,1,Honda City,2019,i-VTEC ZX,Bangalore,Third Party insurance,Petrol,14500.0,5,29.0,1100000,5
247,Sedan,Manual,3,Mahindra Verito,2016,1.5 D4 BSIV,Bangalore,Third Party insurance,Diesel,120000.0,5,29.0,260000,8
248,Hatchback,Automatic,2,Hyundai i10,2010,Asta Sunroof AT,Bangalore,Comprehensive,Petrol,68000.0,5,29.0,395000,14
249,Sedan,Manual,1,Hyundai Xcent,2019,1.2 VTVT SX,Bangalore,Third Party insurance,Petrol,25887.0,5,29.0,681000,5
250,Hatchback,Manual,1,Maruti S-Presso,2020,VXI Plus 2019-2022,Bangalore,Comprehensive,Petrol,74094.0,5,29.0,405000,4
251,Hatchback,Manual,1,Maruti Ritz,2014,ZDi,Bangalore,Third Party,Diesel,91045.0,5,29.0,487000,10
252,Hatchback,Automatic,2,Maruti Baleno,2018,1.2 CVT Alpha,Bangalore,Third Party insurance,Petrol,34140.0,5,29.0,818000,6
253,Sedan,Manual,1,Volkswagen Jetta,2013,1.4 TSI Comfortline,Bangalore,Third Party insurance,Petrol,100000.0,5,29.0,500000,11
254,SUV,Manual,2,Ford Ecosport,2016,1.5 TDCi Trend BSIV,Bangalore,Third Party insurance,Diesel,50000.0,5,29.0,600000,8
255,Hatchback,Manual,1,Hyundai Grand i10,2016,Asta,Bangalore,Comprehensive,Petrol,44000.0,5,29.0,525000,8
256,Sedan,Automatic,1,Maruti Ciaz,2016,AT VXi Plus,Bangalore,Third Party insurance,Petrol,30000.0,5,29.0,725000,8
257,Hatchback,Manual,1,Hyundai Grand i10,2018,1.2 Kappa Sportz BSIV,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,550000,6
258,Hatchback,Automatic,1,Honda Jazz,2017,V CVT,Bangalore,Comprehensive,Petrol,47000.0,5,29.0,775000,7
259,Hatchback,Manual,1,Maruti Alto 800,2020,VXI BSVI,Bangalore,Comprehensive,Petrol,16998.0,5,29.0,408000,4
260,Hatchback,Automatic,1,Hyundai Grand i10,2017,1.2 Kappa Sportz Option AT,Bangalore,Comprehensive,Petrol,15256.0,5,29.0,642000,7
261,Hatchback,Automatic,1,Datsun RediGO,2020,AMT 1.0 T Option,Bangalore,Comprehensive,Petrol,4495.0,5,29.0,521000,4
262,Hatchback,Manual,2,Maruti Alto K10,2018,VXI,Bangalore,Third Party insurance,Petrol,40000.0,5,29.0,390000,6
263,Hatchback,Manual,1,Tata Tiago,2016,1.2 Revotron XZ,Bangalore,Comprehensive,Petrol,142135.0,5,29.0,429000,8
264,Sedan,Manual,1,Ford Aspire,2021,Ambiente,Bangalore,Third Party insurance,Petrol,120000.0,5,29.0,520000,3
265,Hatchback,Automatic,1,Maruti Wagon R,2019,ZXI AMT 1.2,Bangalore,Third Party,Petrol,9553.0,5,29.0,625000,5
266,Hatchback,Manual,1,Renault KWID,2022,CLIMBER BSVI,Bangalore,Zero Dep,Petrol,7600.0,5,29.0,601000,2
267,SUV,Manual,1,Jeep Compass,2017,2.0 Limited Option,Bangalore,Third Party insurance,Diesel,120000.0,5,29.0,1300000,7
268,Hatchback,Automatic,1,Hyundai Grand i10,2017,1.2 Kappa Sportz Option AT,Bangalore,Comprehensive,Petrol,20000.0,5,29.0,645000,7
269,Hatchback,Manual,1,Hyundai i20,2016,Asta 1.2,Bangalore,Third Party insurance,Petrol,45578.0,5,29.0,695000,8
270,Sedan,Manual,1,Volkswagen Jetta,2013,1.4 TSI Comfortline,Bangalore,Third Party insurance,Petrol,100000.0,5,29.0,500000,11
271,Hatchback,Manual,2,Hyundai i10,2013,Sportz Option,Bangalore,Third Party insurance,Petrol,90000.0,5,29.0,350000,11
272,Sedan,Manual,1,Hyundai Verna,2012,1.6 SX,Bangalore,Third Party insurance,Diesel,70000.0,5,29.0,550000,12
273,Hatchback,Manual,1,Maruti Ignis,2017,1.2 Zeta BSIV,Bangalore,Comprehensive,Petrol,16306.0,5,29.0,581000,7
274,Hatchback,Manual,3,Maruti Wagon R,2020,VXI 1.2,Bangalore,Comprehensive,Petrol,25086.0,5,29.0,513000,4
275,Hatchback,Manual,1,Maruti Baleno,2017,Zeta,Bangalore,Third Party insurance,Petrol,54845.0,5,29.0,650000,7
276,Hatchback,Manual,1,Ford Freestyle,2020,Titanium Diesel BSIV,Bangalore,Comprehensive,Diesel,35642.0,5,29.0,806000,4
277,Hatchback,Automatic,1,Maruti Baleno,2016,1.2 CVT Delta,Bangalore,Third Party,Petrol,22173.0,5,29.0,725000,8
278,Hatchback,Manual,1,Hyundai Grand i10,2014,Sportz,Bangalore,Third Party,Petrol,67790.0,5,29.0,426000,10
279,Hatchback,Manual,1,Maruti Alto K10,2019,VXI Optional,Bangalore,Comprehensive,Petrol,38000.0,5,29.0,485000,5
280,Hatchback,Manual,2,Honda Brio,2012,V MT,Bangalore,Third Party insurance,Petrol,49713.0,5,29.0,351000,12
281,Hatchback,Manual,1,Renault KWID,2021,1.0 RXL BSVI,Bangalore,Third Party insurance,Petrol,10002.0,5,29.0,490000,3
282,Hatchback,Manual,2,Maruti Swift,2014,VDI BSIV,Bangalore,Third Party insurance,Diesel,90000.0,5,29.0,510000,10
283,Hatchback,Automatic,1,Volkswagen Polo,2017,GT TSI,Bangalore,Third Party insurance,Petrol,55833.0,5,29.0,1025000,7
284,Sedan,Manual,1,Skoda Rapid,2016,1.5 TDI Style BSIV,Bangalore,Comprehensive,Diesel,54000.0,5,29.0,825000,8
285,SUV,Manual,2,Ford Ecosport,2016,1.5 Diesel Trend,Bangalore,Comprehensive,Diesel,68000.0,5,29.0,675000,8
286,Sedan,Automatic,1,Audi A6,2014,35 TDI Premium,Bangalore,Third Party insurance,Diesel,134000.0,5,29.0,890000,10
287,SUV,Automatic,1,Renault Kiger,2022,RXT AMT Opt DT,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,823000,2
288,Hatchback,Manual,1,Maruti Swift,2014,VXI,Bangalore,Comprehensive,Petrol,52311.0,5,29.0,554000,10
289,Sedan,Manual,1,Maruti Swift Dzire,2014,VXI,Bangalore,Comprehensive,Petrol,59514.0,5,29.0,499000,10
290,SUV,Automatic,1,Renault Kiger,2022,RXZ AMT DT,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,815000,2
291,Hatchback,Manual,1,Maruti Baleno,2020,Zeta,Bangalore,Third Party,Petrol,36743.0,5,29.0,719000,4
292,Hatchback,Manual,1,Maruti Celerio,2015,VXI,Bangalore,Third Party,Petrol,83046.0,5,29.0,372000,9
293,Hatchback,Automatic,1,Maruti Celerio,2018,ZXI Optional AMT BSIV,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,515000,6
294,Hatchback,Manual,2,Honda Jazz,2016,1.2 V i VTEC,Bangalore,Third Party insurance,Petrol,59420.0,5,29.0,554000,8
295,Sedan,Manual,1,Tata Tigor,2023,XM,Bangalore,Comprehensive,Petrol,4545.0,5,29.0,700000,1
296,Hatchback,Manual,1,Maruti Swift,2011,VXI,Bangalore,Third Party insurance,Petrol,70404.0,5,29.0,410000,13
297,Sedan,Manual,1,Maruti Ciaz,2016,VXi Option,Bangalore,Third Party,Petrol,39725.0,5,29.0,685000,8
298,Sedan,Manual,3,Hyundai Elantra,2013,S,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,491000,11
299,SUV,Manual,1,Ford Ecosport,2021,1.5 Diesel Titanium,Bangalore,Third Party insurance,Diesel,23272.0,5,29.0,1175000,3
300,SUV,Manual,1,Ford Ecosport,2020,1.5 Petrol Titanium,Bangalore,Comprehensive,Petrol,8407.0,5,29.0,999000,4
301,Hatchback,Automatic,1,Maruti Swift,2018,AMT ZXI,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,715000,6
302,Hatchback,Manual,1,Hyundai i20,2012,Sportz 1.2,Bangalore,Third Party insurance,Petrol,54305.0,5,29.0,404000,12
303,Hatchback,Manual,2,Hyundai i10,2016,Magna 1.1L,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,358000,8
304,Hatchback,Automatic,1,Maruti Ignis,2017,1.2 AMT Zeta BSIV,Bangalore,Comprehensive,Petrol,64998.0,5,29.0,581000,7
305,Hatchback,Manual,1,Hyundai i20,2015,Asta 1.2,Bangalore,Third Party insurance,Petrol,75940.0,5,29.0,630000,9
306,Hatchback,Manual,1,Honda Jazz,2016,1.2 S i VTEC,Bangalore,Third Party insurance,Petrol,25639.0,5,29.0,560000,8
307,Sedan,Manual,2,Hyundai Verna,2014,1.6 SX VTVT,Bangalore,Third Party insurance,Petrol,60000.0,5,29.0,525000,10
308,Hatchback,Manual,1,Maruti Celerio,2018,ZXI MT BSIV,Bangalore,Comprehensive,Petrol,41594.0,5,29.0,501000,6
309,Hatchback,Automatic,2,Maruti Wagon R,2020,ZXI AMT 1.2,Bangalore,Comprehensive,Petrol,24786.0,5,29.0,617000,4
310,Hatchback,Manual,1,Maruti Alto K10,2017,VXI,Bangalore,Third Party insurance,Petrol,56000.0,5,29.0,365000,7
311,Sedan,Automatic,1,Honda City,2018,ZX CVT,Bangalore,Comprehensive,Petrol,90000.0,5,29.0,995000,6
312,Hatchback,Manual,2,Hyundai i20,2019,1.2 Asta Option,Bangalore,Comprehensive,Petrol,31000.0,5,29.0,775000,5
313,Sedan,Manual,1,Hyundai Verna,2017,VTVT 1.6 EX,Bangalore,Comprehensive,Petrol,36000.0,5,29.0,770000,7
314,Hatchback,Automatic,1,Honda Jazz,2019,VX CVT,Bangalore,Comprehensive,Petrol,30538.0,5,29.0,840000,5
315,Hatchback,Manual,2,Hyundai i20,2018,Asta Option BSIV,Bangalore,Comprehensive,Petrol,48891.0,5,29.0,799000,6
316,Hatchback,Automatic,2,Mercedes-Benz A Class,2014,A180 Sport,Bangalore,Third Party insurance,Petrol,60000.0,5,29.0,1380000,10
317,Hatchback,Manual,1,Maruti Swift,2015,VXI,Bangalore,Comprehensive,Petrol,35647.0,5,29.0,576000,9
318,Hatchback,Manual,1,Toyota Glanza,2020,G,Bangalore,Zero Dep,Petrol,63825.0,5,29.0,721000,4
319,Sedan,Manual,2,Honda City,2018,i-VTEC VX,Bangalore,Third Party insurance,Petrol,31346.0,5,29.0,995000,6
320,Hatchback,Manual,2,Hyundai i20,2015,Asta 1.2,Bangalore,Third Party insurance,Petrol,79349.0,5,29.0,594000,9
321,Hatchback,Manual,1,Maruti Wagon R,2015,VXI BS IV,Bangalore,Comprehensive,Petrol,52228.0,5,29.0,426000,9
322,SUV,Automatic,1,Hyundai Creta,2015,1.6 CRDi AT SX Plus,Bangalore,Third Party insurance,Diesel,70000.0,5,29.0,1100000,9
323,SUV,Automatic,1,Renault Duster,2019,Petrol RXS CVT,Bangalore,Comprehensive,Petrol,47936.0,5,29.0,848000,5
324,Sedan,Automatic,2,Skoda Superb,2008,2.5 TDi AT,Bangalore,Third Party insurance,Diesel,70000.0,5,29.0,575000,16
325,SUV,Manual,2,Hyundai Creta,2016,1.6 VTVT S,Bangalore,Comprehensive,Petrol,45000.0,5,29.0,894999,8
326,SUV,Manual,1,Hyundai Venue,2019,SX Opt Turbo BSIV,Bangalore,Third Party insurance,Petrol,20469.0,5,29.0,1099000,5
327,Sedan,Manual,2,Maruti Swift Dzire,2012,ZXI,Bangalore,Comprehensive,Petrol,70000.0,5,29.0,445000,12
328,Sedan,Manual,2,Volkswagen Vento,2017,1.6 Highline,Bangalore,Third Party insurance,Petrol,46258.0,5,29.0,775000,7
329,Hatchback,Manual,3,Maruti Wagon R,2013,VXI BS IV,Bangalore,Comprehensive,Petrol,54242.0,5,29.0,327000,11
330,Sedan,Manual,1,Maruti Swift Dzire,2017,VXI 1.2,Bangalore,Comprehensive,Petrol,31003.0,5,29.0,682000,7
331,Hatchback,Manual,1,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,Bangalore,Third Party,Petrol,24233.0,5,29.0,577000,7
332,Hatchback,Manual,3,Volkswagen Polo,2015,Exquisite 1.2 MPI Highline,Bangalore,Third Party insurance,Petrol,90000.0,5,29.0,500000,9
333,Hatchback,Manual,1,Honda Jazz,2017,1.2 V i VTEC,Bangalore,Comprehensive,Petrol,36983.0,5,29.0,679000,7
334,Hatchback,Automatic,1,Mercedes-Benz B Class,2014,B180 CDI,Bangalore,Comprehensive,Diesel,68915.0,5,29.0,1445000,10
335,Hatchback,Manual,1,Maruti Swift,2021,VXI,Bangalore,Third Party,Petrol,5440.0,5,29.0,776000,3
336,Hatchback,Manual,1,Tata Tiago,2021,XZ,Bangalore,Zero Dep,Petrol,8096.0,5,29.0,690000,3
337,Sedan,Manual,2,Skoda Rapid,2012,1.6 TDI Ambition,Bangalore,Third Party insurance,Diesel,120000.0,5,29.0,380000,12
338,SUV,Manual,3,Renault Duster,2014,Petrol RxL,Bangalore,Third Party insurance,Petrol,60000.0,5,29.0,560000,10
339,Hatchback,Manual,2,Hyundai i20,2018,Petrol Asta Option,Bangalore,Comprehensive,Petrol,33040.0,5,29.0,799000,6
340,Hatchback,Manual,1,Hyundai i20,2019,Magna Plus Diesel,Bangalore,Third Party insurance,Diesel,30722.0,5,29.0,835000,5
341,Sedan,Manual,1,Honda City,2014,i VTEC V,Bangalore,Comprehensive,Petrol,58778.0,5,29.0,527000,10
342,Hatchback,Manual,1,Maruti S-Presso,2019,VXI Plus 2019-2022,Bangalore,Comprehensive,Petrol,51395.0,5,29.0,426000,5
343,SUV,Automatic,2,Ford Ecosport,2015,1.5 Petrol Titanium AT,Bangalore,Comprehensive,Petrol,100000.0,5,29.0,625000,9
344,Sedan,Manual,2,Maruti Swift Dzire,2013,VXI,Bangalore,Comprehensive,Petrol,65881.0,5,29.0,447000,11
345,Hatchback,Manual,2,Maruti Swift,2014,VXI,Bangalore,Comprehensive,Petrol,49934.0,5,29.0,552000,10
346,Hatchback,Manual,2,Maruti Celerio X,2018,ZXI Option BSIV,Bangalore,Comprehensive,Petrol,61576.0,5,29.0,459000,6
347,Sedan,Manual,2,Maruti Ciaz,2016,ZXi Plus,Bangalore,1,Petrol,114321.0,5,29.0,700000,8
348,Hatchback,Manual,1,Maruti S-Presso,2019,VXI Plus 2019-2022,Bangalore,Third Party insurance,Petrol,53125.0,5,29.0,405000,5
349,SUV,Manual,2,Renault Duster,2018,Petrol RXS,Bangalore,Comprehensive,Petrol,13000.0,5,29.0,894999,6
350,Hatchback,Automatic,1,Volkswagen Polo,2017,GT TSI,Bangalore,Third Party,Petrol,94471.0,5,29.0,880000,7
351,Hatchback,Manual,1,Maruti Wagon R,2016,VXI Opt 1.2,Bangalore,Comprehensive,Petrol,46000.0,5,29.0,475000,8
352,SUV,Manual,1,MG Astor,2022,Super EX BSVI,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,1150000,2
353,SUV,Manual,1,Toyota Urban cruiser,2021,High,Bangalore,Third Party insurance,Petrol,50000.0,5,29.0,960000,3
354,Hatchback,Manual,2,Maruti Celerio,2020,ZXI Optional,Bangalore,Third Party,Petrol,36004.0,5,29.0,532000,4
355,Sedan,Manual,2,Honda City,2016,i VTEC V,Bangalore,Comprehensive,Petrol,58808.0,5,29.0,651000,8
356,Hatchback,Manual,1,Hyundai i20,2016,Asta 1.2,Bangalore,Comprehensive,Petrol,31983.0,5,29.0,715000,8
357,SUV,Manual,1,Maruti Vitara Brezza,2016,VDi Option,Bangalore,Third Party,Diesel,78536.0,5,29.0,740000,8
358,Sedan,Manual,2,Maruti Swift Dzire,2013,VXI,Bangalore,Comprehensive,Petrol,54134.0,5,29.0,455000,11
359,Hatchback,Manual,2,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,Bangalore,Comprehensive,Petrol,27227.0,5,29.0,524000,5
360,Hatchback,Manual,1,Hyundai i20,2017,1.2 Magna Executive,Bangalore,Third Party insurance,Petrol,30000.0,5,29.0,525000,7
361,Sedan,Manual,2,Volkswagen Vento,2012,Diesel Highline,Bangalore,Third Party insurance,Diesel,100000.0,5,29.0,360000,12
362,Hatchback,Manual,1,Hyundai i20,2019,Asta Option Diesel,Bangalore,Third Party insurance,Diesel,40000.0,5,29.0,850000,5
363,SUV,Automatic,1,Hyundai Venue,2021,SX Plus Turbo DCT BSIV,Bangalore,Third Party,Petrol,19047.0,5,29.0,1260000,3
364,Hatchback,Automatic,1,Maruti Celerio,2018,ZXI Optional AMT BSIV,Bangalore,Comprehensive,Petrol,64453.0,5,29.0,493000,6
365,Hatchback,Manual,1,Honda Brio,2018,1.2 S MT,Bangalore,Comprehensive,Petrol,43387.0,5,29.0,505000,6
366,Hatchback,Automatic,1,Maruti Baleno,2020,Delta CVT,Bangalore,Third Party insurance,Petrol,36538.0,5,29.0,825000,4
367,Hatchback,Manual,2,Hyundai i20 Active,2017,1.2 S,Bangalore,Zero Dep,Petrol,36787.0,5,29.0,682000,7
368,Hatchback,Manual,2,Maruti Celerio,2018,ZXI,Bangalore,Comprehensive,Petrol,32112.0,5,29.0,486000,6
369,Hatchback,Manual,1,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,Bangalore,Comprehensive,Petrol,53701.0,5,29.0,540000,7
370,Hatchback,Manual,2,Hyundai Grand i10,2018,1.2 Kappa Magna BSIV,Bangalore,Third Party insurance,Petrol,30000.0,5,29.0,530000,6
371,Hatchback,Manual,2,Maruti Alto 800,2020,VXI BSVI,Bangalore,Zero Dep,Petrol,26085.0,5,29.0,407000,4
372,Hatchback,Manual,3,Hyundai Grand i10,2016,Asta,Bangalore,Third Party insurance,Petrol,46894.0,5,29.0,453000,8
373,SUV,Manual,1,Kia Sonet,2021,HTX Turbo iMT BSVI,Bangalore,Third Party insurance,Petrol,30000.0,5,29.0,1010000,3
374,Hatchback,Automatic,1,Tata Tiago,2018,1.2 Revotron XZA,Bangalore,Comprehensive,Petrol,33000.0,5,29.0,625000,6
375,Hatchback,Manual,1,Maruti Wagon R,2022,ZXI 1.2,Bangalore,Comprehensive,Petrol,30813.0,5,29.0,635000,2
376,Sedan,Manual,1,Hyundai Verna,2013,1.6 CRDi SX,Bangalore,Comprehensive,Diesel,56254.0,5,29.0,550000,11
377,Sedan,Automatic,2,Maruti Ciaz,2020,Alpha AT BSVI,Bangalore,Third Party insurance,Petrol,15727.0,5,29.0,1025000,4
378,Hatchback,Automatic,1,Maruti Swift,2018,ZXI AMT,Bangalore,Third Party,Petrol,59882.0,5,29.0,667000,6
379,Hatchback,Automatic,2,Hyundai Grand i10,2014,AT Asta,Bangalore,Comprehensive,Petrol,24463.0,5,29.0,494000,10
380,Sedan,Manual,1,Honda City,2015,i VTEC V,Bangalore,Zero Dep,Petrol,72352.0,5,29.0,636000,9
381,Hatchback,Manual,2,Ford Figo,2014,Petrol Titanium,Bangalore,Third Party insurance,Petrol,60000.0,5,29.0,360000,10
382,SUV,Manual,1,Maruti Vitara Brezza,2016,ZDi Plus Dual Tone,Bangalore,Comprehensive,Diesel,117530.0,5,29.0,827000,8
383,Hatchback,Manual,1,Maruti Swift,2011,VXI,Bangalore,Comprehensive,Petrol,102814.0,5,29.0,382000,13
384,Hatchback,Manual,1,Tata Tiago,2021,XZ Plus Dual Tone Roof BSVI,Bangalore,Third Party insurance,Petrol,20000.0,5,29.0,650000,3
385,Hatchback,Automatic,1,Maruti Celerio,2017,ZXI Optional AMT BSIV,Bangalore,Zero Dep,Petrol,34801.0,5,29.0,512000,7
386,Hatchback,Manual,3,Maruti Celerio,2018,ZXI,Bangalore,Comprehensive,Petrol,51877.0,5,29.0,463000,6
387,Sedan,Automatic,1,Hyundai Verna,2023,SX IVT Opt,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,1500000,1
388,Hatchback,Manual,2,Maruti Celerio X,2018,ZXI Option BSIV,Bangalore,Third Party,Petrol,17125.0,5,29.0,525000,6
389,SUV,Manual,1,Renault Duster,2014,85PS Diesel RxL Plus,Bangalore,Third Party insurance,Diesel,30000.0,5,29.0,460000,10
390,Hatchback,Manual,1,Maruti Baleno,2016,1.2 Delta,Bangalore,Third Party insurance,Petrol,50318.0,5,29.0,627000,8
391,Sedan,Manual,1,Hyundai Verna,2012,1.6 SX VTVT,Bangalore,Comprehensive,Petrol,46123.0,5,29.0,511000,12
392,Hatchback,Manual,2,Hyundai i20,2015,Asta Option 1.4 CRDi,Bangalore,Third Party insurance,Diesel,70000.0,5,29.0,600000,9
393,Sedan,Automatic,1,Volkswagen Jetta,2014,2.0L TDI Highline AT,Bangalore,Comprehensive,Diesel,33360.0,5,29.0,1285000,10
394,Hatchback,Manual,1,Tata Altroz,2023,XM Plus,Bangalore,Third Party insurance,Petrol,10000.0,5,29.0,750000,1
395,Hatchback,Automatic,1,Hyundai i20,2021,Sportz IVT,Bangalore,Third Party insurance,Petrol,11045.0,5,29.0,985000,3
396,Sedan,Automatic,1,Volkswagen Vento,2018,1.5 TDI Highline AT,Bangalore,Third Party insurance,Diesel,51406.0,5,29.0,1045000,6
397,Hatchback,Manual,1,Maruti Baleno,2017,1.2 Zeta,Bangalore,Comprehensive,Petrol,26031.0,5,29.0,710000,7
398,Hatchback,Manual,1,Maruti Swift,2016,VXI,Bangalore,Comprehensive,Petrol,30740.0,5,29.0,586000,8
